Providers,States,Name,Company,pct_UltraHi_ADL_2011,pct_UltraHi_ADL_2012,pct_UltraHi_ADL_2013,pct_UltraHi_ADL_2014,avg_UltraHi_ADL,PctRankUltraHi
055480,CA,THE CALIFORNIAN-PASADENA CONV HOSP,Independent,0.506311312,0.500857237,0.407817719,0.436232207,0.462804619,0.136699125
055481,CA,VIENNA NURSING AND REHAB CENTER,Independent,0.559081443,0.599118599,0.598898998,0.552647905,0.577436736,0.703777213
055488,CA,LA MESA HEALTHCARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.614613121,0.594273834,0.625065525,0.584566699,0.604629795,0.843019289
055489,CA,BRENTWOOD SNF & REHAB,RIVERSIDE HEALTHCARE,0.542461458,0.582075963,0.500079758,0.620657129,0.561318577,0.601438938
055493,CA,MID-TOWN POST-ACUTE,PLUM HEALTHCARE GROUP  LLC,0.51751844,0.525124613,0.514686964,0.616690727,0.543505186,0.488990883
055497,CA,THE PINES AT PLACERVILLE HEALTHCARE,PLUM HEALTHCARE GROUP  LLC,0.505007153,0.60800713,0.631233515,0.669501823,0.603437405,0.838739689
055499,CA,ROCKY POINT CARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.43360699,0.488595173,0.553917982,0.583403895,0.51488101,0.336785958
055500,CA,VALLE VISTA CONVALESCENT HOSPITAL,COVENANT CARE CALIFORNIA,0.68078306,0.680716253,0.652520576,0.603525545,0.654386359,0.980338647
055504,CA,COUNTRY VILLA SOUTH,COUNTRY VILLA HEALTH SERVICES,0.628001141,0.622820704,0.573611499,0.596313364,0.605186677,0.845438194
055505,CA,ARROYO VISTA NURSING CENTER,THE ENSIGN GROUP,0.624790943,0.592621947,0.62305645,0.603841899,0.61107781,0.870371519
055507,CA,EAGLE CREST,GENESIS HEALTHCARE,0.626344086,0.594145225,0.624590164,0.642085359,0.621791208,0.909818272
055510,CA,GOLDEN LIVING-REDDING,BEI,0.548663538,0.510496046,0.554007987,0.593496903,0.551666119,0.538981579
055512,CA,WOLF CREEK CARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.606068743,0.585936152,0.697651482,0.642737141,0.63309838,0.942070334
055517,CA,WOODLANDS HEALTHCARE CENTER,ASPEN SKILLED HEALTH,0.466841187,0.520169851,0.572990453,0.635607964,0.548902364,0.523227687
055518,CA,NEWPORT NURSING AND REHAB CENTER,LIFE GENERATIONS HEALTHCARE,0.575149587,0.591038127,0.583336754,0.578406774,0.581982811,0.732990138
055525,CA,CRENSHAW NURSING HOME,LONGWOOD MANAGEMENT,0.599566317,0.65037087,0.60484385,0.584064584,0.609711405,0.864417292
055534,CA,REUTLINGER COMM. FOR JEWISH LIVING,Independent,0.509320417,0.483375497,0.506006006,0.529474812,0.507044183,0.300688457
055539,CA,ARTESIA CHRISTIAN HOME,Independent,0.623956594,0.535974974,0.502590674,0.409158785,0.517920257,0.350617131
055540,CA,SANTA MONICA HEALTH CARE CTR,Independent,0.650070737,0.660875376,0.648827547,0.686110754,0.661471104,0.98778143
055542,CA,MISSION CARE CENTER,SUN MAR MANAGEMENT,0.588362069,0.629290618,0.640861027,0.619089063,0.619400694,0.90144514
055544,CA,ROYAL CREST HEALTH CARE,TRINITY NURSING HOME MANAGEMENT  INC,0.392799222,0.406773743,0.396939413,0.31575196,0.378066084,0.00756683
055548,CA,PASADENA PARK HEALTHCARE & WELLNESS,Independent,0.611754877,0.640310574,0.641508117,0.620705394,0.62856974,0.930471997
055557,CA,BRASWELLS YUCAIPA VALLEY,JAMES,0.608552632,0.526036644,0.534357316,0.555172414,0.556029751,0.566085716
055562,CA,HILLSIDE SENIOR CARE,Independent,0.567195038,0.387650086,0.447300771,0.452208635,0.463588632,0.139056007
055563,CA,SANTA MARIA CARE CENTER,EAGLEEYE MANAGEMENT,0.45114895,0.479808224,0.434609647,0.352447552,0.429503593,0.060410594
055568,CA,SIERRA VALLEY REHABILITATION CENTER,UNIFIED CARE SERVICES,0.605193337,0.579146482,0.60492961,0.520435386,0.577426204,0.703715189
055573,CA,KINGSBURG CARE CENTER,GENESIS HEALTHCARE,0.457900525,0.466231166,0.411668662,0.519378833,0.463794797,0.139924332
055575,CA,PACIFIC HAVEN HEALTHCARE CENTER,Independent,0.575865697,0.614545084,0.63533184,0.606451148,0.608048442,0.856726416
055597,CA,MAYWOOD ACRES,Independent,0.626974724,0.672541105,0.671417134,0.653230385,0.656040837,0.982385412
055601,CA,PARKVIEW JULIAN CONVALESCENT,Independent,0.343755648,0.390625,0.417163837,0.409101517,0.3901615,0.013521057
055604,CA,REDWOOD SPRINGS HEALTHCARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.62329461,0.589950752,0.632134934,0.630752672,0.619033242,0.900018607
055612,CA,SHADOWBROOK HEALTH CARE,RIVERSIDE HEALTH CARE,0.53787005,0.570617132,0.528859824,0.597970831,0.558829459,0.584878745
055617,CA,EISENHOWER CONVALESCENT HOSPITAL,Independent,0.490088729,0.451312728,0.552800223,0.515244469,0.502361538,0.277925944
055622,CA,LA HABRA CONVALESCENT HOSPITAL,LIFE CARE CENTER OF AMERICA,0.662060052,0.614964318,0.554025198,0.64384858,0.618724537,0.899150282
055626,CA,THE REHABILITATION CENTER OF FRESNO,Independent,0.618287843,0.573111642,0.669499106,0.682062691,0.63574032,0.948086584
055632,CA,SHEA FAMILY CARE GROSSMONT,SHEA FAMILY,0.625168782,0.635324675,0.610413885,0.597154291,0.617015408,0.893940334
055640,CA,SPRING HILL MANOR CONVAL. HOSPITAL,Independent,0.626416659,0.558667973,0.595381244,0.538784351,0.579812557,0.719593128
055646,CA,PALO ALTO NURSING CENTER,COVENANT CARE CALIFORNIA,0.626611337,0.643597512,0.661162523,0.645069052,0.644110106,0.964150592
055653,CA,ROYALE HEALTHCARE CENTER,MAK MANAGEMENT  LLC,0.606855255,0.596722003,0.630190557,0.59798019,0.607937002,0.855982137
055656,CA,RIVERSIDE CONVALESCENT HOSPITAL,Independent,0.559728103,0.55266629,0.600567518,0.595307775,0.577067422,0.701482354
055658,CA,TWILIGHT HAVEN,Independent,0.550943396,0.523422562,0.678233438,0.506334459,0.564733464,0.622588848
055662,CA,BETHANY HOME SOCIETY OF SAN JOAQUIN,Independent,0.419047619,0.365646259,0.417010197,0.370860927,0.393141251,0.015877938
055664,CA,YORK HEALTHCARE & WELLNESS CENTRE,Independent,0.482621648,0.62427689,0.605343511,0.62888709,0.585282285,0.750604726
055670,CA,BROADWAY MANOR CONVALESCENT HOSPITAL,LONGWOOD MANAGEMENT,0.670625335,0.657529766,0.666031932,0.668080465,0.665566875,0.99106866
055674,CA,KNOTT AVENUE CARE CENTER,THE CHASE GROUP,0.557200671,0.533680443,0.610134221,0.565058591,0.566518481,0.633566954
055681,CA,DAVIS HEALTHCARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.529502084,0.585169124,0.572670305,0.535278746,0.555655065,0.563418719
055684,CA,THE CALIFORNIAN,Independent,0.517196262,0.592808637,0.590702071,0.523006454,0.555928356,0.565527507
055685,CA,BRIGHTON PLACE SPRING VALLEY,Independent,0.595143895,0.582258065,0.617059085,0.585978155,0.5951098,0.801029585
055689,CA,WINDSOR GRDNS CARE CNTR OF FULLERTON,SNF MANAGEMENT,0.665346876,0.681751268,0.656806344,0.65179965,0.663926034,0.990138312
055693,CA,BELLA VISTA HEALTHCARE CENTER,COUNTRY VILLA HEALTH SERVCIES,0.676782211,0.634259991,0.629179331,0.633772195,0.643498432,0.963158221
055698,CA,CLAIREMONT HEALTHCARE & WELLNESS,Independent,0.432542373,0.594656759,0.645202102,0.632492432,0.576223416,0.695466104
055704,CA,ANGELS NURSING HEALTH CENTER,CARAVAN OPERATIONS CORP,0.645374878,0.622776411,0.553749268,0.586942653,0.602210802,0.833157601
055706,CA,THE ORCHARD POST ACUTE CARE,THE ENSIGN GROUP,0.661755514,0.675690184,0.681747329,0.644211376,0.665851101,0.991750915
055708,CA,LEGACY POST-ACUTE REHAB CENTER,LEGACY HEALTHCARE,0.656071387,0.658357968,0.667187012,0.615822241,0.649359652,0.972771817
055711,CA,BRENTWOOD HEALTH CARE CENTER,NORTH AMERICAN HEALTH CARE INC.,0.671892351,0.678198985,0.65155632,0.648950009,0.662649416,0.989145941
055719,CA,VENTURA CONVALESCENT HOSPITAL,Independent,0.466846317,0.516557783,0.622518536,0.666921231,0.568210967,0.64435899
055728,CA,SANTA CLARITA CONVALESCENT HOSPITAL,Independent,0.50079735,0.598471356,0.589162725,0.588293232,0.569181166,0.650189171
055733,CA,VALLE VERDE,ABHOW,0.576178636,0.542840113,0.585471509,0.596982869,0.575368282,0.689821993
055734,CA,UKIAH POST ACUTE,THE ENSIGN GROUP,0.581646608,0.531801693,0.551346024,0.500560945,0.541338817,0.477330522
055735,CA,WINDSOR ELMHAVEN CARE CENTER,SNF MANAGEMENT,0.6514498,0.654230725,0.645342853,0.641259421,0.6480707,0.970787074
055737,CA,MIRADA HILLS REHAB & CONV.,LIFE CARE CENTER OF AMERICA,0.663361223,0.590625609,0.584635276,0.596756095,0.608844551,0.860633877
055739,CA,WINDSOR GARDEN REHAB CNTR OF SALINAS,SNF MANAGEMENT,0.656304538,0.65950693,0.632028435,0.600928207,0.637192027,0.950567512
055742,CA,HARBOR VILLA CARE CENTER,CAMBRIDGE HEALTHCARE MANAGEMENT,0.666896336,0.631347481,0.597753332,0.624090082,0.630021808,0.934069342
055744,CA,ATLANTIC MEMORIAL HEALTHCARE CENTER,THE ENSIGN GROUP,0.659991827,0.658486103,0.61989833,0.600180234,0.634639123,0.946039819
055750,CA,WESTGATE PREMIER HEALTHCARE SERVICES,SMD MANAGEMENT SERVICES INC.,0.720377358,0.666858679,0.620273185,0.643893871,0.662850773,0.98951808
055753,CA,LONGWOOD MANOR CONVALESCENT HOSPITAL,LONGWOOD MANAGEMENT,0.665096561,0.651921803,0.658309838,0.610944134,0.646568084,0.968678286
055756,CA,CLOVERDALE HEALTHCARE CENTER,THE ENSIGN GROUP,0.619836321,0.622844828,0.627011008,0.592500389,0.615548136,0.888730385
055758,CA,NORTH WALK VILLA CONV.,LIFE CARE CENTER OF AMERICA,0.59527439,0.628342246,0.600431965,0.571315623,0.598841056,0.817961918
055760,CA,ALHAMBRA HEALTHCARE & WELLNESS CTR,Independent,0.446176812,0.580083439,0.620331572,0.626465028,0.568264213,0.644669106
055764,CA,SHEA REHABILITATION HEALTHCARE CTR,LONGWOOD MANAGEMENT,0.591991439,0.610481449,0.612922297,0.640230714,0.613906475,0.880977486
055776,CA,WESTVIEW HEALTHCARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.522384035,0.537916317,0.602333197,0.612700114,0.568833416,0.647770266
055795,CA,BRIGHTON PLACE SAN DIEGO,Independent,0.622547698,0.629257612,0.641936904,0.585711901,0.619863529,0.90299572
055798,CA,VASONA CREEK HEALTHCARE CTR.,PLUM HEALTHCARE GROUP  LLC,0.607313324,0.576844412,0.590950903,0.611016441,0.59653127,0.807293928
055799,CA,GOLDEN LIVING-REEDLEY,BEI,0.659449971,0.602321359,0.576149035,0.622520478,0.615110211,0.88649755
055806,CA,VILLA LAS PALMAS HEALTHCARE,PLUM HEALTHCARE GROUP  LLC,0.555537015,0.608341764,0.595559043,0.598712853,0.589537669,0.773367239
055807,CA,SHASTA VIEW NURSING CENTER,FORESIGHT MANAGEMENT SERVICES,0.427371542,0.420597678,0.484844366,0.590459966,0.480818388,0.194690814
055816,CA,CHAPMAN CARE CENTER,US SKILLED SERVE,0.50803147,0.578337918,0.607106963,0.598590089,0.57301661,0.675742728
055818,CA,ROYAL GARDEN EXTENDED CARE HOSPITAL,TRINITY NURSING HOME MANAGEMENT INC.,0.454098361,0.465695669,0.397203521,0.469501959,0.446624877,0.095391676
055830,CA,VILLA MARIA CARE CENTER,SKILLED HEALTHCARE INC.,0.696215837,0.652045455,0.636915023,0.665268126,0.66261111,0.989083917
055833,CA,LASALETTE HEALTH & REHAB CENTER,FIVE STAR QUALITY  CARE,0.591528156,0.666343934,0.65287037,0.686959274,0.649425434,0.973019909
055839,CA,SAN LUIS CONVALESCENT HOSPITAL,AVALON HEALTH CARE,0.60726525,0.489840938,0.534932366,0.559383248,0.547855451,0.517211437
055846,CA,THE TERRACES AT SAN JOAQUIN GARDENS,ABHOW,0.642756681,0.659057015,0.605473821,0.656690798,0.640994579,0.958630528
055848,CA,911 KND NRSG & HLTHCARE-VICTORIAN,KINDRED HEALTHCARE INC.,0.562080119,0.575910931,0.60690187,0.599493945,0.586096717,0.755008373
055850,CA,PINE RIDGE CARE CENTER,Independent,0.602199749,0.507458405,0.598874095,0.699891363,0.602105903,0.832537369
055853,CA,REDWOOD COVE HEALTHCARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.490321435,0.540400063,0.618182915,0.579283964,0.557047094,0.572660175
055854,CA,GOLDEND LIVING-SANTA ROSA,BEI,0.556978233,0.541728763,0.541221322,0.568331828,0.552065037,0.540718229
055856,CA,HIGH VALLEY LODGE,Independent,0.377867746,0.614291773,0.519582245,0.55033557,0.515519334,0.339887118
055858,CA,GOLDEN LIVING-GALT,BEI,0.690821256,0.655044357,0.636825519,0.639436832,0.655531991,0.981703157
055861,CA,OJAI GARDENS NURSING CENTER,Independent,0.535292502,0.458710407,0.397127165,0.623583123,0.503678299,0.284810519
055862,CA,ROSE GARDEN CONVALESCENT CENTER,Independent,0.520982324,0.50656966,0.559899304,0.54589814,0.533337357,0.432115611
055866,CA,PLUM TREE CARE CENTER,LIFE GENERATIONS HEALTHCARE,0.520875576,0.529515528,0.4945225,0.473577289,0.504622723,0.289710352
055869,CA,MODESTO CONVALESCENT HOSPITAL,AVALON HEALTH CARE,0.502913753,0.509558934,0.45504051,0.511116758,0.494657489,0.245921975
055871,CA,WINDSOR SKYLINE CARE CENTER,SNF MANAGEMENT,0.619865654,0.611905554,0.595538312,0.691924227,0.629808437,0.93363518
055872,CA,CITRUS NURSING CENTER,SUN MAR MANAGEMENT,0.618105911,0.609343415,0.588815107,0.639292316,0.613889187,0.880915462
055874,CA,HAYWARD HEALTHCARE & WELLNESS CTR,Independent,0.687373396,0.611298538,0.626716428,0.598471811,0.630965043,0.936240154
055876,CA,WILLOW TREE NURSING CENTER,COVENANT CARE CALIFORNIA,0.704723415,0.604656223,0.596712137,0.650808173,0.639224987,0.954847113
055884,CA,SAN TOMASCONVALESCENT HOSPITAL,Independent,0.577238877,0.48868101,0.516637033,0.483748646,0.516576392,0.344910997
055885,CA,WINDSOR COUNTRY DRIVE CARE CE,SNF MANAGEMENT,0.673100927,0.671380975,0.636950947,0.624341198,0.651443512,0.976803324
055886,CA,ROSEVILLE CARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.540399523,0.650593817,0.657695466,0.644575888,0.623316173,0.915090244
055887,CA,RIVER BEND NURSING CENTER,SHEPHERS GLEN MANAGEMENT,0.542087542,0.560531309,0.644344982,0.636577477,0.595885328,0.804688954
055888,CA,HUNTINGTON VALLEY HEALTHCARE,PLUM HEALTHCARE GROUP  LLC,0.604722837,0.56373064,0.623728198,0.647375857,0.609889383,0.865099547
055890,CA,SHEA FAMILY CARE MAGNOLIA,SHEA FAMILY,0.574672182,0.603063515,0.621326111,0.587582484,0.596661073,0.80791416
055892,CA,BERKELEY PINES CARE CENTER  INC.,A.T. ASSOCIATES  INC.,0.533092969,0.618362598,0.608772372,0.496542185,0.564192531,0.619115549
055894,CA,BROADWAY BY THE SEA,NORTH AMERICAN HEALTH CARE INC.,0.597597284,0.651421736,0.663703774,0.691341673,0.651016117,0.976059046
055914,CA,PLYMOUTH VILLAGE,ABHOW,0.638602182,0.599630428,0.682070571,0.683825598,0.651032195,0.976121069
055916,CA,KAWEAH MANOR CONVALESCENT HOSPITAL,MAGNOLIA HEALTH SYSTEMS  INC.,0.488836552,0.50886009,0.507638586,0.466380352,0.492928895,0.238913354
055918,CA,BEL TOOREN VILLA CONV,LIFE CARE CENTER OF AMERICA,0.624372692,0.653521721,0.719434307,0.607229566,0.651139571,0.976369162
055919,CA,APPLE VALLEY POST-ACUTE REHAB,NORTH AMERICAN HEALTH CARE INC.,0.637407939,0.61239477,0.632228946,0.600641491,0.620668286,0.905600695
055929,CA,CRYSTAL COVE CARE CENTER,PLUM HEALTHCARE GROUP  LLC,0.645910608,0.609158733,0.636816493,0.622810086,0.62867398,0.930906159
055932,CA,FOUR SEASONS HEALTHCARE & WELLNESS,Independent,0.542549875,0.635875615,0.651264499,0.606819459,0.609127362,0.861564225
055952,CA,TORRANCE CARE CENTER WEST,ROLLINSNELSONLTC,0.43481796,0.525150691,0.573595506,0.583619918,0.529296019,0.410903678
055954,CA,WINDSOR GARDENS OF SAN DIEGO,SNF MANAGEMENT,0.708435827,0.687790141,0.662996559,0.61882264,0.669511292,0.993487564
055955,CA,CALIFORNIA HOME FOR THE AGED,Independent,0.624626827,0.522479784,0.562262163,0.568718381,0.569521789,0.652794145
055956,CA,BRIARWOOD HEALTH CARE,RIVERSIDE HEALTH CARE,0.512953368,0.373889533,0.405744337,0.490597576,0.445796203,0.093158841
055957,CA,VISTA COVE CARE CTR AT SANTA PAULA,VISTA COVE SENIOR LIVING LLC,0.657185258,0.652384596,0.631386401,0.642242503,0.64579969,0.967313775
055962,CA,WINDSOR MONTEREY CARE CENTER,SNF MANAGEMENT,0.65524683,0.613132338,0.589388884,0.639822384,0.624397609,0.919059728
055963,CA,162 KND NRSG & REH NINETEENTH AVENUE,KINDRED HEALTHCARE INC.,0.550924532,0.590136054,0.594163981,0.600360183,0.583896188,0.742479687
055964,CA,FRIENDSHIP MANOR NURSING AND REHAB,LIFE GENERATIONS HEALTHCARE,0.492071288,0.530683866,0.555258653,0.530935675,0.527237371,0.39949141
055968,CA,ST. FRANCIS HEIGHTS,LIFE GENERATIONS HEALTHCARE,0.527352298,0.57397391,0.554093779,0.570607258,0.556506811,0.569000806
055979,CA,FRANCISCAN CONVALESCENT HOSPITAL,AVALON HEALTH CARE,0.529290323,0.527842944,0.568880921,0.540730956,0.541686286,0.479377287
055983,CA,COVENTRY COURT HEALTH CENTER,NORTH AMERICAN HEALTH CARE INC.,0.69550173,0.670151746,0.688278032,0.662200209,0.679032929,0.99689884
055984,CA,ANAHEIM HEALTHCARE CENTER,SUN MAR MANAGEMENT,0.643721236,0.672622276,0.633530265,0.661052009,0.652731447,0.978726044
055987,CA,SONOMA HEALTHCARE CENTER,THE ENSIGN GROUP,0.643010753,0.588380209,0.588006986,0.543646945,0.590761223,0.779321466
055988,CA,HY-LOND CONVALESCENT HOSPITAL - MERC,AVALON HEALTH CARE,0.512204572,0.549563905,0.522986978,0.554689663,0.53486128,0.441481114
055989,CA,HERITAGE MANOR,SUN MAR MANAGEMENT,0.638411458,0.651340283,0.605550228,0.616859504,0.628040368,0.929541649
055991,CA,MISSION TERRACE CONV HOSPITAL,Independent,0.453831908,0.421126431,0.514585601,0.619643108,0.502296762,0.277553805
055995,CA,WINDSOR CONVALESCENT CENTER OF NORTH,SNF MANAGEMENT,0.547166721,0.628909657,0.648436342,0.616003826,0.610129137,0.866402034
055996,CA,GOLDEN LIVING-HY-LOND,BEI,0.65642249,0.63005947,0.615506207,0.620640018,0.630657046,0.935371829
056007,CA,PACIFIC CARE NURSING CENTER,US SKILLED SERVE,0.504175878,0.498847294,0.564689763,0.5653675,0.533270109,0.431557402
056014,CA,BROOKFIELD HEALTHCARE CENTER,THE ENSIGN GROUP,0.66015021,0.640333412,0.606958331,0.647109805,0.638637939,0.953792718
056021,CA,LONE TREE CONVALESCENT,Independent,0.512970335,0.592727669,0.60517457,0.511331097,0.555550918,0.562984556
056024,CA,HIGHLAND PALMS HEALTHCARE,PLUM HEALTHCARE GROUP  LLC,0.650601291,0.623548621,0.607960369,0.668490836,0.637650279,0.951559883
056035,CA,GOLDEN LIVING-SHAFTER,GGNSC,0.589159718,0.595258137,0.5455662,0.56312709,0.573277786,0.677169261
056039,CA,ANTELOPE VALLEY HEALTHCARE,UNIFIED CARE SERVICES,0.627280028,0.595874818,0.585622142,0.58501171,0.598447174,0.816349315
056043,CA,COLONIAL CARE CENTER,LONGWOOD MANAGEMENT,0.59376882,0.63048039,0.628938608,0.612806777,0.616498649,0.892265707
056062,CA,PRESIDIO HEALTH CARE CENTER,Independent,0.610857357,0.606858145,0.666636913,0.630203687,0.628639026,0.930658066
056063,CA,INFINITY CARE OF EAST LOS ANGELES,INFINITY CARE  LLC,0.640264836,0.633786343,0.601968625,0.557936772,0.608489144,0.858835204
056065,CA,368 KND NRSG & TRANS CARE-SANTA CRUZ,KINDRED HEALTHCARE INC.,0.57869516,0.568325658,0.653638317,0.620798805,0.605364485,0.846058426
056071,CA,THE SEQUOIAS-SAN FRANCISCO,NCPHS,0.701815795,0.663967611,0.634939759,0.714225322,0.678737122,0.996774794
056072,CA,PETALUMA POST-ACUTE REHAB,NORTH AMERICAN HEALTH CARE INC.,0.615335346,0.57101357,0.586663361,0.601840683,0.59371324,0.79433108
056073,CA,SACRAMENTO POST-ACUTE,PLUM HEALTHCARE GROUP  LLC,0.546271706,0.554376083,0.581730769,0.550102249,0.558120202,0.579792843
056078,CA,LAKEWOOD MANOR NORTH,Independent,0.463636364,0.692073171,0.631123919,0.539995711,0.581707291,0.731501582
056079,CA,GLENDORA GRAND,ROLLINSNELSON LTC,0.4655383,0.453016122,0.427737706,0.370446913,0.42918476,0.059790362
056082,CA,SAN JOSE HEALTHCARE CENTER,Independent,0.608852235,0.578803652,0.573052043,0.491413389,0.56303033,0.611300626
056083,CA,HILLCREST DBA WOODS HEALTH SERVICES,Independent,0.486118526,0.525541989,0.511980268,0.403614458,0.48181381,0.197047696
056084,CA,ASTORIA NURSING & REHAB CENTER,NORIDIAN HEALTHCARE,0.481932626,0.472997073,0.465048137,0.458156028,0.469533466,0.157228804
056096,CA,PIEDMONT GARDENS,ABHOW,0.549711239,0.588414945,0.577785443,0.577965621,0.573469312,0.678533772
056098,CA,COTTONWOOD POST-ACUTE REHAB,NORTH AMERICAN HEALTH CARE INC.,0.55805169,0.653063231,0.604732872,0.682974113,0.624705477,0.919928053
056100,CA,GOLDEN LIVING-SANGER,BEI,0.637241587,0.605240457,0.615180055,0.657802179,0.62886607,0.931340321
056101,CA,ROSEWOOD POST-ACUTE REHABILITATION,NORTH AMERICAN HEALTH CARE INC.,0.616945647,0.615662775,0.618732805,0.630263208,0.620401109,0.90473237
056103,CA,G & R ALAMEDA HEALTHCARE SERVICE,NORIDIAN,0.476893992,0.51365958,0.507843496,0.45458755,0.488246155,0.221918998
056104,CA,ROSE VILLA HEALTHCARE CENTER,THE ENSIGN GROUP,0.556419513,0.641666667,0.639547865,0.610038893,0.611918235,0.873286609
056109,CA,WOODLAND NURSING & REHABILITATION,NORTH AMERICAN HEALTH CARE INC.,0.596806805,0.629732495,0.659186664,0.6750914,0.640204341,0.956645786
056111,CA,ISOCARE CONV HOSPITAL OF MONTEVISTA,Independent,0.504435484,0.600768049,0.389830508,0.487419832,0.495613468,0.249767413
056115,CA,IMPERIAL CONVALESCENT HOSPITAL,LIFE CARE CENTER OF AMERICA,0.605477766,0.545486293,0.543559465,0.614633174,0.577289174,0.702784842
056117,CA,ROWLAND CONVALESCENT HOSPITAL,Independent,0.408148239,0.342825658,0.381677796,0.362021858,0.373668388,0.006264343
056118,CA,GLADSTONE CARE AND REHAB CENTER,Independent,0.611759375,0.625605536,0.559646539,0.566539158,0.590887652,0.779817652
056120,CA,EMPRES POST ACUTE REHABILITATION,EMPRES FINANCIAL SERVICES  LLC,0.625866472,0.639276373,0.55821445,0.539209115,0.590641603,0.778701234
056121,CA,WASHINGTON CENTER,GENESIS HEALTHCARE,0.648354293,0.587065402,0.622148796,0.648087378,0.626413967,0.925572164
056123,CA,VILLA OAKS CONVALESCENT HOSPITAL,Independent,0.433145824,0.530474453,0.542739444,0.513383298,0.504935755,0.290702723
056124,CA,TARZANA HEALTH & REHAB CENTER,SAVA SENIOR CARE EQUITY HOLDINGS,0.615140148,0.574165274,0.627838759,0.639422863,0.614141761,0.882155926
056125,CA,ALAMITOS BELMONT REHAB. HOSPITAL,NORTH AMERICAN HEALTH CARE INC.,0.633978654,0.670811867,0.638818479,0.619656534,0.640816384,0.958134342
056127,CA,LIVE OAK REHABILITATION CENTER,LONGWOOD MANAGEMENT,0.657844807,0.633822742,0.635537726,0.653028036,0.645058328,0.965887242
056129,CA,BURBANK HEALTHCARE & REHAB CENTER,LONGWOOD MANAGEMENT,0.628083415,0.636131251,0.637982398,0.663432161,0.641407306,0.95925076
056133,CA,WEST HILLS HEALTH & REHAB CENTER,LONGWOOD MANAGEMENT,0.627785633,0.649879695,0.650116534,0.625058239,0.638210025,0.953110463
056137,CA,PANORAMA MEADOWS,Independent,0.42905569,0.470456754,0.567268558,0.624427898,0.522802225,0.375488433
056138,CA,STOLLWOOD CONVALESCENT HOSPITAL,Independent,0.619434995,0.594806763,0.670273055,0.572087972,0.614150696,0.882279973
056139,CA,ROSEVILLE POINT HEALTH & WELLNESS CT,Independent,0.593565155,0.602656925,0.648214807,0.648220436,0.623164331,0.914532035
056143,CA,CENTINELA S/N & WELLNESS CTR EAST,Independent,0.548705953,0.598308515,0.629313498,0.533511564,0.577459883,0.704025305
056149,CA,CALIFORNIA HEALTHCARE & REHAB CENTER,LONGWOOD MANAGEMENT,0.594609098,0.652431978,0.616341576,0.606219137,0.617400447,0.894994728
056150,CA,CATERED MANOR NURSING,COVENANT CARE CALIFORNIA,0.67038506,0.664720942,0.646490219,0.661246929,0.660710788,0.986975129
056151,CA,GREENFIELD CARE CENTER OF FULLERTON,EVA CARE GROUP,0.453667787,0.455400305,0.528504801,0.577277033,0.503712482,0.285058612
056153,CA,GOLDEN LIVING-NAPA,BEI,0.590298038,0.620552461,0.584384191,0.578469796,0.593426122,0.792532407
056157,CA,EMERALD TERRACE,Independent,0.505937388,0.545308095,0.562874251,0.445400997,0.514880183,0.336723935
056159,CA,SHERMAN VILLAGE HEALTH CARE CENTER,LONGWOOD MANAGEMENT,0.681557169,0.653683949,0.627232143,0.613634758,0.644027005,0.963840476
056162,CA,EXTENDED CARE HOSPITAL OF RIVERSIDE,SUN MAR MANAGEMENT,0.588091784,0.601097542,0.558274075,0.529377146,0.569210137,0.650499287
056164,CA,PACIFIC PALMS HEALTHCARE,UNIFIED CARE SERVICES,0.652008353,0.71383962,0.682877248,0.63347217,0.670549348,0.994231843
056167,CA,CENTINELA S/N & WELLNESS CTR WEST,Independent,0.579873522,0.644258958,0.602060249,0.586489165,0.603170473,0.837251132
056168,CA,GRANADA HILLS CONVALESCENT HOSPITAL,Independent,0.476432623,0.570554893,0.55971697,0.628492974,0.558799365,0.584568629
056169,CA,KTLA PROPERTIES  LP D/B/A ALAMITOS,THE GOODMAN GROUP  LLC,0.631846145,0.634681558,0.609033551,0.615151328,0.622678145,0.912733362
056170,CA,EXCELL HEALTH CARE CENTER,SAVA SENIOR CARE EQUITY HOLDINGS,0.566052757,0.531064413,0.558065385,0.594628422,0.562452744,0.607641258
056174,CA,MIDWILSHIRE HEALTH CENTER,JPH MANAGEMENT INC,0.508654008,0.470460975,0.475438405,0.539131163,0.498421138,0.261055635
056176,CA,909 KND NRSG & REHAB-GOLDEN GATE,KINDRED HEALTHCARE INC.,0.574977883,0.541602227,0.585078974,0.515284911,0.554235999,0.553991193
056178,CA,VALLEY CONVAL HOSPITAL-WATSONVILLE,Independent,0.617819228,0.638269987,0.593885949,0.505953393,0.588982139,0.77026608
056180,CA,LAKE BALOA CARE CENTER,NORTH AMERICAN HEALTH CARE INC.,0.689963361,0.688973367,0.677158182,0.692009998,0.687026227,0.998201327
